Q14734,5000536,50,50
Q14769,5000536,30,30
Q14729,5000603,20,
Q14733,5000603,25,
Q14769,5000603,40,
Q14734,5000941,10,
Q14734,5000984,5,
Q14680,5001043,1,1
Q14680,5001073,1,
Q14680,5001074,1,
Q14680,5001367,1,
Q14633,5001459,3,
Q14595,5001532,1,
Q14633,5001532,12,
Q14679,5001043,1,1
Q14679,5001367,1,
Q14678,5000021,1,
Q14678,5001043,1,1
Q14678,5001073,1,
Q14678,5001074,1,
Q14678,5001345,1,
Q14678,5001367,1,
Q14701,5001506,100,
Q14742,5000274,110,
Q14742,5000275,128,
Q14742,5000276,200,
Q14742,5000277,50,
Q14742,5000278,85,
Q14677,5001033,1,
Q14677,5001043,1,1
Q14677,5001345,1,
Q14677,5001367,1,
Q14760,5001483,100,
Q14712,5001549,50,0
Q14729,5001020,6,
Q14734,5001020,5,
Q14709,5001043,1,1
Q14709,5001073,1,
Q14709,5001074,1,
Q14728,5001343,9,0
Q14727,5001343,8,0
Q14731,5001343,6,0
Q14732,5001343,6,0
Q14709,5001360,1,
Q14709,5001367,1,
Q14597,5001524,113,
Q14735,5000790,20,
Q14735,5000791,20,
Q14735,5000820,20,
Q14735,5000824,20,
Q14735,5000830,20,
Q14708,5001043,1,1
Q14767,5001127,245,
Q14767,5001130,200,
Q14767,5001131,300,
Q14767,5001211,160,
Q14768,5001343,15,14
Q14729,5001344,4,
Q14734,5001344,3,
Q14708,5001345,1,
Q14708,5001367,1,
Q14767,5001424,50,
Q14767,5001483,200,
Q14767,5001484,200,
Q14767,5001499,100,
Q14766,5001553,50,
Q14766,5001564,50,
Q14767,5001622,200,
Q14767,5001756,200,
Q14707,5001043,2,2
Q14707,5001074,1,
Q14707,5001368,1,
Q14706,5000021,1,
Q14706,5000136,1,
Q14706,5001043,2,2
Q14706,5001345,1,
Q14702,5001505,75,
Q14702,5001506,100,
Q14641,5001516,50,
Q14702,5001639,50,
Q14705,5000021,1,
Q14705,5000136,2,
Q14743,5000274,110,
Q14743,5000275,128,
Q14743,5000277,50,
Q14743,5000278,85,
Q14705,5001043,1,1
Q14705,5001073,1,
Q14705,5001074,1,
Q14705,5001349,1,
Q14705,5001367,1,
Q14713,5001549,50,0
Q14758,5000021,1,
Q14758,5000136,2,
Q14758,5001043,2,2
Q14686,5001046,110,
Q14686,5001127,220,
Q14686,5001128,50,0
Q14686,5001130,100,
Q14724,5001133,100,
Q14686,5001211,180,
Q14758,5001345,1,
Q14758,5001367,1,
Q14686,5001016,110,110
Q14616,5001472,25,0
Q14616,5001473,25,25
Q14616,5001474,25,
Q14686,5001483,50,
Q14725,5001511,75,
Q14616,5001539,5,
Q14616,5001544,11,
Q14727,5001550,30,
Q14731,5001550,60,
Q14732,5001550,40,
Q14768,5001550,50,
Q14616,5001653,5,
Q14757,5000021,2,
Q14757,5000136,2,
Q14757,5001043,1,1
Q14757,5001073,1,
Q14757,5001074,1,
Q14757,5001349,1,
Q14757,5001368,1,
Q14599,5001551,13,0
Q14728,5001551,10,0
Q14727,5001551,4,0
Q14756,5000136,1,
Q14756,5001043,3,3
Q14756,5001367,1,
Q14755,5000021,1,
Q14755,5000136,2,
Q14755,5001043,1,1
Q14755,5001073,1,
Q14755,5001074,1,
Q14755,5001355,1,
Q14755,5001367,1,
Q14703,5001505,75,
Q14703,5001506,75,
Q14703,5001527,60,
Q14703,5001529,80,
Q14704,5001532,2,
Q14703,5001639,50,
Q14741,5000021,1,
Q14691,5000128,10,
Q14741,5000136,2,
Q14691,5000168,10,
Q14691,5000169,10,10
Q14691,5000170,10,0
Q14691,5000176,10,0
Q14691,5000179,5,
Q14744,5000274,110,
Q14744,5000275,128,
Q14744,5000277,50,
Q14744,5000278,85,
Q14691,5000284,4,-16
Q14691,5001000,5,
Q14741,5001043,1,1
Q14741,5001364,1,
Q14741,5001367,1,
Q14691,5001464,10,
Q14691,5001476,10,
Q14761,5001491,50,
Q14714,5001549,50,50
Q14776,5000107,3,
Q14776,5000136,2,
Q14776,5001043,1,1
Q14776,5001073,1,
Q14776,5001074,1,
Q14776,5001364,1,
Q14776,5001377,1,
Q14775,5000107,1,
Q14775,5000136,2,
Q14775,5001033,1,
Q14775,5001043,1,1
Q14775,5001364,1,
Q14775,5001367,1,
Q14731,5001551,6,0
Q14732,5001551,8,1
Q14768,5001551,10,10
Q14774,5000021,1,
Q14774,5000107,1,
Q14774,5000136,2,
Q14774,5001033,1,
Q14774,5001043,1,1
Q14774,5001073,1,
Q14774,5001074,1,
Q14774,5001364,1,
Q14774,5001368,1,
Q14773,5000021,1,
Q14773,5000107,1,
Q14773,5000136,1,
Q14710,5000181,5,
Q14773,5001033,1,
Q14773,5001043,3,3
Q14773,5001345,1,
Q14772,5000107,1,
Q14772,5000136,2,
Q14745,5000274,110,
Q14745,5000275,128,
Q14745,5000277,50,
Q14745,5000278,85,
Q14772,5001043,1,1
Q14772,5001073,1,
Q14772,5001074,1,
Q14772,5001345,1,
Q14772,5001368,1,
Q14685,5001046,110,
Q14685,5001127,220,
Q14685,5001128,50,0
Q14685,5001130,100,
Q14685,5001131,110,
Q14685,5001211,180,
Q14685,5001016,110,110
Q14685,5001483,50,
Q14645,5001524,50,
Q14746,5000274,110,
Q14746,5000275,128,
Q14746,5000277,50,
Q14746,5000278,85,
Q14715,5001549,50,50
Q14646,5001524,100,
Q14747,5000274,110,
Q14747,5000275,128,
Q14747,5000277,50,
Q14747,5000278,85,
Q14747,5001739,75,
Q14684,5001046,110,
Q14684,5001127,220,
Q14684,5001128,50,50
Q14684,5001130,100,
Q14684,5001131,110,
Q14684,5001211,180,
Q14684,5001016,110,110
Q14684,5001483,50,
Q14748,5000274,110,
Q14748,5000275,128,
Q14748,5000277,50,
Q14748,5000278,85,
Q14748,5001739,75,
Q14615,5001472,25,-5
Q14615,5001473,25,25
Q14615,5001474,25,
Q14717,5001524,100,
Q14615,5001539,5,
Q14615,5001544,11,
Q14615,5001653,5,
Q14749,5000274,110,
Q14749,5000275,128,
Q14749,5000277,50,
Q14749,5000278,85,
Q14749,5001739,75,
Q14683,5001046,110,
Q14683,5001127,220,
Q14683,5001128,50,50
Q14683,5001130,100,
Q14683,5001131,110,
Q14683,5001211,180,
Q14683,5001016,110,110
Q14683,5001483,50,
Q14716,5001524,125,
Q14750,5000274,110,
Q14750,5000275,128,
Q14750,5000277,50,
Q14750,5000278,85,
Q14750,5001739,75,
Q14765,5001524,109,
Q14751,5000274,110,
Q14751,5000275,128,
Q14751,5000277,50,
Q14751,5000278,85,
Q14751,5001739,75,
Q14682,5001046,110,
Q14682,5001127,220,
Q14682,5001128,50,50
Q14682,5001130,100,
Q14682,5001131,110,
Q14682,5001211,180,
Q14682,5001016,110,110
Q14682,5001483,50,
Q14764,5001524,117,
Q14752,5000274,110,
Q14752,5000275,128,
Q14752,5000277,50,
Q14752,5000278,85,
Q14752,5001739,75,
Q14753,5000274,110,
Q14753,5000275,128,
Q14753,5000277,50,
Q14753,5000278,85,
Q14753,5001739,75,
Q14754,5000274,110,
Q14754,5000275,128,
Q14754,5000277,50,
Q14754,5000278,85,
Q14754,5001739,75,
Q14596,5001548,44,
Q14712,5001548,50,
Q14713,5001548,50,
Q14714,5001548,50,
Q14715,5001548,50,
